date,station_no,discharge,water_level,year,month,delta1,delta2,delta3
1965-01-01,6935055,229.0,,1965,1,,,
1965-01-02,6935055,229.0,,1965,1,,,
1965-01-03,6935055,227.0,,1965,1,,,
1965-01-04,6935055,226.0,,1965,1,,,
1965-01-05,6935055,223.0,,1965,1,,,
1965-01-06,6935055,221.0,,1965,1,,,
1965-01-07,6935055,219.0,,1965,1,,,
1965-01-08,6935055,215.0,,1965,1,,,
1965-01-09,6935055,213.0,,1965,1,,,
1965-01-10,6935055,208.0,,1965,1,,,
1965-01-11,6935055,213.0,,1965,1,,,
1965-01-12,6935055,216.0,,1965,1,,,
1965-01-13,6935055,217.0,,1965,1,,,
1965-01-14,6935055,215.0,,1965,1,,,
1965-01-15,6935055,215.0,,1965,1,,,
1965-01-16,6935055,211.0,,1965,1,,,
1965-01-17,6935055,210.0,,1965,1,,,
1965-01-18,6935055,212.0,,1965,1,,,
1965-01-19,6935055,218.0,,1965,1,,,
1965-01-20,6935055,219.0,,1965,1,,,
1965-01-21,6935055,219.0,,1965,1,,,
1965-01-22,6935055,220.0,,1965,1,,,
1965-01-23,6935055,219.0,,1965,1,,,
1965-01-24,6935055,219.0,,1965,1,,,
1965-01-25,6935055,217.0,,1965,1,,,
1965-01-26,6935055,213.0,,1965,1,,,
1965-01-27,6935055,213.0,,1965,1,,,
1965-01-28,6935055,212.0,,1965,1,,,
1965-01-29,6935055,211.0,,1965,1,,,
1965-01-30,6935055,208.0,,1965,1,,,
1965-01-31,6935055,208.0,,1965,1,,,
1965-02-01,6935055,206.0,,1965,2,,,
1965-02-02,6935055,209.0,,1965,2,,,
1965-02-03,6935055,211.0,,1965,2,,,
1965-02-04,6935055,212.0,,1965,2,,,
1965-02-05,6935055,210.0,,1965,2,,,
1965-02-06,6935055,210.0,,1965,2,,,
1965-02-07,6935055,216.0,,1965,2,,,
1965-02-08,6935055,208.0,,1965,2,,,
1965-02-09,6935055,208.0,,1965,2,,,
1965-02-10,6935055,205.0,,1965,2,,,
1965-02-11,6935055,204.0,,1965,2,,,
1965-02-12,6935055,203.0,,1965,2,,,
1965-02-13,6935055,200.0,,1965,2,,,
1965-02-14,6935055,198.0,,1965,2,,,
1965-02-15,6935055,198.0,,1965,2,,,
1965-02-16,6935055,196.0,,1965,2,,,
1965-02-17,6935055,198.0,,1965,2,,,
1965-02-18,6935055,195.0,,1965,2,,,
1965-02-19,6935055,195.0,,1965,2,,,
1965-02-20,6935055,193.0,,1965,2,,,
1965-02-21,6935055,191.0,,1965,2,,,
1965-02-22,6935055,190.0,,1965,2,,,
1965-02-23,6935055,188.0,,1965,2,,,
1965-02-24,6935055,185.0,,1965,2,,,
1965-02-25,6935055,185.0,,1965,2,,,
1965-02-26,6935055,184.0,,1965,2,,,
1965-02-27,6935055,180.0,,1965,2,,,
1965-02-28,6935055,181.0,,1965,2,,,
1965-03-01,6935055,181.0,,1965,3,,,
1965-03-02,6935055,179.0,,1965,3,,,
1965-03-03,6935055,176.0,,1965,3,,,
1965-03-04,6935055,178.0,,1965,3,,,
1965-03-05,6935055,176.0,,1965,3,,,
1965-03-06,6935055,177.0,,1965,3,,,
1965-03-07,6935055,177.0,,1965,3,,,
1965-03-08,6935055,178.0,,1965,3,,,
1965-03-09,6935055,175.0,,1965,3,,,
1965-03-10,6935055,174.0,,1965,3,,,
1965-03-11,6935055,174.0,,1965,3,,,
1965-03-12,6935055,172.0,,1965,3,,,
1965-03-13,6935055,171.0,,1965,3,,,
